strategy_id,primary_id,Edgar_Class,CSC.Sector,CSC.Subsector,value,Year,Gas,design_id,future_id,strategy,Code,Contry,source,ids
0,0,EN - Electricity/Heat:CH4,Energy,EN - Electricity/Heat,0,2022,CH4,0,0,BAU,UGA,uganda,SISEPUEDE,EN - Electricity/Heat:CH4:0
0,0,EN - Electricity/Heat:CH4,Energy,EN - Electricity/Heat,0,2023,CH4,0,0,BAU,UGA,uganda,SISEPUEDE,EN - Electricity/Heat:CH4:0
0,0,EN - Electricity/Heat:CH4,Energy,EN - Electricity/Heat,0,2024,CH4,0,0,BAU,UGA,uganda,SISEPUEDE,EN - Electricity/Heat:CH4:0
0,0,EN - Electricity/Heat:CH4,Energy,EN - Electricity/Heat,0,2025,CH4,0,0,BAU,UGA,uganda,SISEPUEDE,EN - Electricity/Heat:CH4:0
0,0,EN - Electricity/Heat:CH4,Energy,EN - Electricity/Heat,0,2026,CH4,0,0,BAU,UGA,uganda,SISEPUEDE,EN - Electricity/Heat:CH4:0
0,0,EN - Electricity/Heat:CH4,Energy,EN - Electricity/Heat,0,2027,CH4,0,0,BAU,UGA,uganda,SISEPUEDE,EN - Electricity/Heat:CH4:0
0,0,EN - Electricity/Heat:CH4,Energy,EN - Electricity/Heat,0,2028,CH4,0,0,BAU,UGA,uganda,SISEPUEDE,EN - Electricity/Heat:CH4:0
0,0,EN - Electricity/Heat:CH4,Energy,EN - Electricity/Heat,0,2029,CH4,0,0,BAU,UGA,uganda,SISEPUEDE,EN - Electricity/Heat:CH4:0
0,0,EN - Electricity/Heat:CH4,Energy,EN - Electricity/Heat,0.015037135,2030,CH4,0,0,BAU,UGA,uganda,SISEPUEDE,EN - Electricity/Heat:CH4:0
0,0,EN - Electricity/Heat:CH4,Energy,EN - Electricity/Heat,0.015037135,2031,CH4,0,0,BAU,UGA,uganda,SISEPUEDE,EN - Electricity/Heat:CH4:0
0,0,EN - Electricity/Heat:CH4,Energy,EN - Electricity/Heat,0.015037135,2032,CH4,0,0,BAU,UGA,uganda,SISEPUEDE,EN - Electricity/Heat:CH4:0
0,0,EN - Electricity/Heat:CH4,Energy,EN - Electricity/Heat,0.015037135,2033,CH4,0,0,BAU,UGA,uganda,SISEPUEDE,EN - Electricity/Heat:CH4:0
0,0,EN - Electricity/Heat:CH4,Energy,EN - Electricity/Heat,0.015037135,2034,CH4,0,0,BAU,UGA,uganda,SISEPUEDE,EN - Electricity/Heat:CH4:0
0,0,EN - Electricity/Heat:CH4,Energy,EN - Electricity/Heat,0.018397723,2035,CH4,0,0,BAU,UGA,uganda,SISEPUEDE,EN - Electricity/Heat:CH4:0
0,0,EN - Electricity/Heat:CH4,Energy,EN - Electricity/Heat,0.018397723,2036,CH4,0,0,BAU,UGA,uganda,SISEPUEDE,EN - Electricity/Heat:CH4:0
0,0,EN - Electricity/Heat:CH4,Energy,EN - Electricity/Heat,0.018397723,2037,CH4,0,0,BAU,UGA,uganda,SISEPUEDE,EN - Electricity/Heat:CH4:0
0,0,EN - Electricity/Heat:CH4,Energy,EN - Electricity/Heat,0.018397723,2038,CH4,0,0,BAU,UGA,uganda,SISEPUEDE,EN - Electricity/Heat:CH4:0
0,0,EN - Electricity/Heat:CH4,Energy,EN - Electricity/Heat,0.018397723,2039,CH4,0,0,BAU,UGA,uganda,SISEPUEDE,EN - Electricity/Heat:CH4:0
0,0,EN - Electricity/Heat:CH4,Energy,EN - Electricity/Heat,0.024058657,2040,CH4,0,0,BAU,UGA,uganda,SISEPUEDE,EN - Electricity/Heat:CH4:0
0,0,EN - Electricity/Heat:CH4,Energy,EN - Electricity/Heat,0.024058657,2041,CH4,0,0,BAU,UGA,uganda,SISEPUEDE,EN - Electricity/Heat:CH4:0
0,0,EN - Electricity/Heat:CH4,Energy,EN - Electricity/Heat,0.024058657,2042,CH4,0,0,BAU,UGA,uganda,SISEPUEDE,EN - Electricity/Heat:CH4:0
0,0,EN - Electricity/Heat:CH4,Energy,EN - Electricity/Heat,0.024058657,2043,CH4,0,0,BAU,UGA,uganda,SISEPUEDE,EN - Electricity/Heat:CH4:0
0,0,EN - Electricity/Heat:CH4,Energy,EN - Electricity/Heat,0.024058657,2044,CH4,0,0,BAU,UGA,uganda,SISEPUEDE,EN - Electricity/Heat:CH4:0
0,0,EN - Electricity/Heat:CH4,Energy,EN - Electricity/Heat,0.030716542,2045,CH4,0,0,BAU,UGA,uganda,SISEPUEDE,EN - Electricity/Heat:CH4:0
0,0,EN - Electricity/Heat:CH4,Energy,EN - Electricity/Heat,0.030716542,2046,CH4,0,0,BAU,UGA,uganda,SISEPUEDE,EN - Electricity/Heat:CH4:0
0,0,EN - Electricity/Heat:CH4,Energy,EN - Electricity/Heat,0.030716542,2047,CH4,0,0,BAU,UGA,uganda,SISEPUEDE,EN - Electricity/Heat:CH4:0
0,0,EN - Electricity/Heat:CH4,Energy,EN - Electricity/Heat,0.030716542,2048,CH4,0,0,BAU,UGA,uganda,SISEPUEDE,EN - Electricity/Heat:CH4:0
0,0,EN - Electricity/Heat:CH4,Energy,EN - Electricity/Heat,0.030716542,2049,CH4,0,0,BAU,UGA,uganda,SISEPUEDE,EN - Electricity/Heat:CH4:0
0,0,EN - Electricity/Heat:CH4,Energy,EN - Electricity/Heat,0.039492116,2050,CH4,0,0,BAU,UGA,uganda,SISEPUEDE,EN - Electricity/Heat:CH4:0
0,0,EN - Electricity/Heat:CO2,Energy,EN - Electricity/Heat,0,2022,CO2,0,0,BAU,UGA,uganda,SISEPUEDE,EN - Electricity/Heat:CO2:0
0,0,EN - Electricity/Heat:CO2,Energy,EN - Electricity/Heat,0,2023,CO2,0,0,BAU,UGA,uganda,SISEPUEDE,EN - Electricity/Heat:CO2:0
0,0,EN - Electricity/Heat:CO2,Energy,EN - Electricity/Heat,0,2024,CO2,0,0,BAU,UGA,uganda,SISEPUEDE,EN - Electricity/Heat:CO2:0
0,0,EN - Electricity/Heat:CO2,Energy,EN - Electricity/Heat,0,2025,CO2,0,0,BAU,UGA,uganda,SISEPUEDE,EN - Electricity/Heat:CO2:0
0,0,EN - Electricity/Heat:CO2,Energy,EN - Electricity/Heat,0,2026,CO2,0,0,BAU,UGA,uganda,SISEPUEDE,EN - Electricity/Heat:CO2:0
0,0,EN - Electricity/Heat:CO2,Energy,EN - Electricity/Heat,0,2027,CO2,0,0,BAU,UGA,uganda,SISEPUEDE,EN - Electricity/Heat:CO2:0
0,0,EN - Electricity/Heat:CO2,Energy,EN - Electricity/Heat,0,2028,CO2,0,0,BAU,UGA,uganda,SISEPUEDE,EN - Electricity/Heat:CO2:0
0,0,EN - Electricity/Heat:CO2,Energy,EN - Electricity/Heat,0,2029,CO2,0,0,BAU,UGA,uganda,SISEPUEDE,EN - Electricity/Heat:CO2:0
0,0,EN - Electricity/Heat:CO2,Energy,EN - Electricity/Heat,0.270668428,2030,CO2,0,0,BAU,UGA,uganda,SISEPUEDE,EN - Electricity/Heat:CO2:0
0,0,EN - Electricity/Heat:CO2,Energy,EN - Electricity/Heat,0.270668428,2031,CO2,0,0,BAU,UGA,uganda,SISEPUEDE,EN - Electricity/Heat:CO2:0
0,0,EN - Electricity/Heat:CO2,Energy,EN - Electricity/Heat,0.270668428,2032,CO2,0,0,BAU,UGA,uganda,SISEPUEDE,EN - Electricity/Heat:CO2:0
0,0,EN - Electricity/Heat:CO2,Energy,EN - Electricity/Heat,0.270668428,2033,CO2,0,0,BAU,UGA,uganda,SISEPUEDE,EN - Electricity/Heat:CO2:0
0,0,EN - Electricity/Heat:CO2,Energy,EN - Electricity/Heat,0.270668428,2034,CO2,0,0,BAU,UGA,uganda,SISEPUEDE,EN - Electricity/Heat:CO2:0
0,0,EN - Electricity/Heat:CO2,Energy,EN - Electricity/Heat,0.331159008,2035,CO2,0,0,BAU,UGA,uganda,SISEPUEDE,EN - Electricity/Heat:CO2:0
0,0,EN - Electricity/Heat:CO2,Energy,EN - Electricity/Heat,0.331159008,2036,CO2,0,0,BAU,UGA,uganda,SISEPUEDE,EN - Electricity/Heat:CO2:0
0,0,EN - Electricity/Heat:CO2,Energy,EN - Electricity/Heat,0.331159008,2037,CO2,0,0,BAU,UGA,uganda,SISEPUEDE,EN - Electricity/Heat:CO2:0
0,0,EN - Electricity/Heat:CO2,Energy,EN - Electricity/Heat,0.331159008,2038,CO2,0,0,BAU,UGA,uganda,SISEPUEDE,EN - Electricity/Heat:CO2:0
0,0,EN - Electricity/Heat:CO2,Energy,EN - Electricity/Heat,0.331159008,2039,CO2,0,0,BAU,UGA,uganda,SISEPUEDE,EN - Electricity/Heat:CO2:0
0,0,EN - Electricity/Heat:CO2,Energy,EN - Electricity/Heat,0.433055822,2040,CO2,0,0,BAU,UGA,uganda,SISEPUEDE,EN - Electricity/Heat:CO2:0
0,0,EN - Electricity/Heat:CO2,Energy,EN - Electricity/Heat,0.433055822,2041,CO2,0,0,BAU,UGA,uganda,SISEPUEDE,EN - Electricity/Heat:CO2:0
0,0,EN - Electricity/Heat:CO2,Energy,EN - Electricity/Heat,0.433055822,2042,CO2,0,0,BAU,UGA,uganda,SISEPUEDE,EN - Electricity/Heat:CO2:0
0,0,EN - Electricity/Heat:CO2,Energy,EN - Electricity/Heat,0.433055822,2043,CO2,0,0,BAU,UGA,uganda,SISEPUEDE,EN - Electricity/Heat:CO2:0
0,0,EN - Electricity/Heat:CO2,Energy,EN - Electricity/Heat,0.433055822,2044,CO2,0,0,BAU,UGA,uganda,SISEPUEDE,EN - Electricity/Heat:CO2:0
0,0,EN - Electricity/Heat:CO2,Energy,EN - Electricity/Heat,0.552897763,2045,CO2,0,0,BAU,UGA,uganda,SISEPUEDE,EN - Electricity/Heat:CO2:0
0,0,EN - Electricity/Heat:CO2,Energy,EN - Electricity/Heat,0.552897763,2046,CO2,0,0,BAU,UGA,uganda,SISEPUEDE,EN - Electricity/Heat:CO2:0
0,0,EN - Electricity/Heat:CO2,Energy,EN - Electricity/Heat,0.552897763,2047,CO2,0,0,BAU,UGA,uganda,SISEPUEDE,EN - Electricity/Heat:CO2:0
0,0,EN - Electricity/Heat:CO2,Energy,EN - Electricity/Heat,0.552897763,2048,CO2,0,0,BAU,UGA,uganda,SISEPUEDE,EN - Electricity/Heat:CO2:0
0,0,EN - Electricity/Heat:CO2,Energy,EN - Electricity/Heat,0.552897763,2049,CO2,0,0,BAU,UGA,uganda,SISEPUEDE,EN - Electricity/Heat:CO2:0
0,0,EN - Electricity/Heat:CO2,Energy,EN - Electricity/Heat,0.71085808,2050,CO2,0,0,BAU,UGA,uganda,SISEPUEDE,EN - Electricity/Heat:CO2:0
0,0,EN - Electricity/Heat:N2O,Energy,EN - Electricity/Heat,0,2022,N2O,0,0,BAU,UGA,uganda,SISEPUEDE,EN - Electricity/Heat:N2O:0
0,0,EN - Electricity/Heat:N2O,Energy,EN - Electricity/Heat,0,2023,N2O,0,0,BAU,UGA,uganda,SISEPUEDE,EN - Electricity/Heat:N2O:0
