"Year","Gas","CSC.Sector","CSC.Subsector","value","Edgar_Class","strategy_id","primary_id","strategy","Code","design_id","Contry","source","future_id","ids"
2049,"CO2","Energy","EN - Transportation",3.39657888723239,"EN - Transportation:CO2",6003,69069,"ASP + NDC","UGA",0,"uganda","SISEPUEDE",0,"EN - Transportation:CO2:6003:ASP + NDC"
2050,"CO2","Energy","EN - Transportation",3.39657888723239,"EN - Transportation:CO2",6003,69069,"BAU + NDC","UGA",0,"uganda","SISEPUEDE",0,"EN - Transportation:CO2:6003:BAU + NDC"
2050,"CO2","Energy","EN - Transportation",3.39657888723239,"EN - Transportation:CO2",6003,69069,"ASP + NDC","UGA",0,"uganda","SISEPUEDE",0,"EN - Transportation:CO2:6003:ASP + NDC"
2022,"N2O","Energy","EN - Transportation",0.0457134536944771,"EN - Transportation:N2O",6003,69069,"BAU + NDC","UGA",0,"uganda","SISEPUEDE",0,"EN - Transportation:N2O:6003:BAU + NDC"
2022,"N2O","Energy","EN - Transportation",0.0457134536944771,"EN - Transportation:N2O",6003,69069,"ASP + NDC","UGA",0,"uganda","SISEPUEDE",0,"EN - Transportation:N2O:6003:ASP + NDC"
2023,"N2O","Energy","EN - Transportation",0.0457134536944771,"EN - Transportation:N2O",6003,69069,"BAU + NDC","UGA",0,"uganda","SISEPUEDE",0,"EN - Transportation:N2O:6003:BAU + NDC"
2023,"N2O","Energy","EN - Transportation",0.0457134536944771,"EN - Transportation:N2O",6003,69069,"ASP + NDC","UGA",0,"uganda","SISEPUEDE",0,"EN - Transportation:N2O:6003:ASP + NDC"
2024,"N2O","Energy","EN - Transportation",0.0457134536944771,"EN - Transportation:N2O",6003,69069,"BAU + NDC","UGA",0,"uganda","SISEPUEDE",0,"EN - Transportation:N2O:6003:BAU + NDC"
2024,"N2O","Energy","EN - Transportation",0.0457134536944771,"EN - Transportation:N2O",6003,69069,"ASP + NDC","UGA",0,"uganda","SISEPUEDE",0,"EN - Transportation:N2O:6003:ASP + NDC"
2025,"N2O","Energy","EN - Transportation",0.0457134536944771,"EN - Transportation:N2O",6003,69069,"BAU + NDC","UGA",0,"uganda","SISEPUEDE",0,"EN - Transportation:N2O:6003:BAU + NDC"
2025,"N2O","Energy","EN - Transportation",0.0457134536944771,"EN - Transportation:N2O",6003,69069,"ASP + NDC","UGA",0,"uganda","SISEPUEDE",0,"EN - Transportation:N2O:6003:ASP + NDC"
2026,"N2O","Energy","EN - Transportation",0.0457134536944771,"EN - Transportation:N2O",6003,69069,"BAU + NDC","UGA",0,"uganda","SISEPUEDE",0,"EN - Transportation:N2O:6003:BAU + NDC"
2026,"N2O","Energy","EN - Transportation",0.0457134536944771,"EN - Transportation:N2O",6003,69069,"ASP + NDC","UGA",0,"uganda","SISEPUEDE",0,"EN - Transportation:N2O:6003:ASP + NDC"
2027,"N2O","Energy","EN - Transportation",0.0457134536944771,"EN - Transportation:N2O",6003,69069,"BAU + NDC","UGA",0,"uganda","SISEPUEDE",0,"EN - Transportation:N2O:6003:BAU + NDC"
2027,"N2O","Energy","EN - Transportation",0.0457134536944771,"EN - Transportation:N2O",6003,69069,"ASP + NDC","UGA",0,"uganda","SISEPUEDE",0,"EN - Transportation:N2O:6003:ASP + NDC"
2028,"N2O","Energy","EN - Transportation",0.0457134536944771,"EN - Transportation:N2O",6003,69069,"BAU + NDC","UGA",0,"uganda","SISEPUEDE",0,"EN - Transportation:N2O:6003:BAU + NDC"
2028,"N2O","Energy","EN - Transportation",0.0457134536944771,"EN - Transportation:N2O",6003,69069,"ASP + NDC","UGA",0,"uganda","SISEPUEDE",0,"EN - Transportation:N2O:6003:ASP + NDC"
2029,"N2O","Energy","EN - Transportation",0.0457134536944771,"EN - Transportation:N2O",6003,69069,"BAU + NDC","UGA",0,"uganda","SISEPUEDE",0,"EN - Transportation:N2O:6003:BAU + NDC"
2029,"N2O","Energy","EN - Transportation",0.0457134536944771,"EN - Transportation:N2O",6003,69069,"ASP + NDC","UGA",0,"uganda","SISEPUEDE",0,"EN - Transportation:N2O:6003:ASP + NDC"
2030,"N2O","Energy","EN - Transportation",0.0457134536944771,"EN - Transportation:N2O",6003,69069,"BAU + NDC","UGA",0,"uganda","SISEPUEDE",0,"EN - Transportation:N2O:6003:BAU + NDC"
2030,"N2O","Energy","EN - Transportation",0.0457134536944771,"EN - Transportation:N2O",6003,69069,"ASP + NDC","UGA",0,"uganda","SISEPUEDE",0,"EN - Transportation:N2O:6003:ASP + NDC"
2031,"N2O","Energy","EN - Transportation",0.0457134536944771,"EN - Transportation:N2O",6003,69069,"BAU + NDC","UGA",0,"uganda","SISEPUEDE",0,"EN - Transportation:N2O:6003:BAU + NDC"
2031,"N2O","Energy","EN - Transportation",0.0457134536944771,"EN - Transportation:N2O",6003,69069,"ASP + NDC","UGA",0,"uganda","SISEPUEDE",0,"EN - Transportation:N2O:6003:ASP + NDC"
2032,"N2O","Energy","EN - Transportation",0.0457134536944771,"EN - Transportation:N2O",6003,69069,"BAU + NDC","UGA",0,"uganda","SISEPUEDE",0,"EN - Transportation:N2O:6003:BAU + NDC"
2032,"N2O","Energy","EN - Transportation",0.0457134536944771,"EN - Transportation:N2O",6003,69069,"ASP + NDC","UGA",0,"uganda","SISEPUEDE",0,"EN - Transportation:N2O:6003:ASP + NDC"
2033,"N2O","Energy","EN - Transportation",0.0457134536944771,"EN - Transportation:N2O",6003,69069,"BAU + NDC","UGA",0,"uganda","SISEPUEDE",0,"EN - Transportation:N2O:6003:BAU + NDC"
2033,"N2O","Energy","EN - Transportation",0.0457134536944771,"EN - Transportation:N2O",6003,69069,"ASP + NDC","UGA",0,"uganda","SISEPUEDE",0,"EN - Transportation:N2O:6003:ASP + NDC"
2034,"N2O","Energy","EN - Transportation",0.0457134536944771,"EN - Transportation:N2O",6003,69069,"BAU + NDC","UGA",0,"uganda","SISEPUEDE",0,"EN - Transportation:N2O:6003:BAU + NDC"
2034,"N2O","Energy","EN - Transportation",0.0457134536944771,"EN - Transportation:N2O",6003,69069,"ASP + NDC","UGA",0,"uganda","SISEPUEDE",0,"EN - Transportation:N2O:6003:ASP + NDC"
2035,"N2O","Energy","EN - Transportation",0.0457134536944771,"EN - Transportation:N2O",6003,69069,"BAU + NDC","UGA",0,"uganda","SISEPUEDE",0,"EN - Transportation:N2O:6003:BAU + NDC"
2035,"N2O","Energy","EN - Transportation",0.0457134536944771,"EN - Transportation:N2O",6003,69069,"ASP + NDC","UGA",0,"uganda","SISEPUEDE",0,"EN - Transportation:N2O:6003:ASP + NDC"
2036,"N2O","Energy","EN - Transportation",0.0457134536944771,"EN - Transportation:N2O",6003,69069,"BAU + NDC","UGA",0,"uganda","SISEPUEDE",0,"EN - Transportation:N2O:6003:BAU + NDC"
2036,"N2O","Energy","EN - Transportation",0.0457134536944771,"EN - Transportation:N2O",6003,69069,"ASP + NDC","UGA",0,"uganda","SISEPUEDE",0,"EN - Transportation:N2O:6003:ASP + NDC"
2037,"N2O","Energy","EN - Transportation",0.0457134536944771,"EN - Transportation:N2O",6003,69069,"BAU + NDC","UGA",0,"uganda","SISEPUEDE",0,"EN - Transportation:N2O:6003:BAU + NDC"
2037,"N2O","Energy","EN - Transportation",0.0457134536944771,"EN - Transportation:N2O",6003,69069,"ASP + NDC","UGA",0,"uganda","SISEPUEDE",0,"EN - Transportation:N2O:6003:ASP + NDC"
2038,"N2O","Energy","EN - Transportation",0.0457134536944771,"EN - Transportation:N2O",6003,69069,"BAU + NDC","UGA",0,"uganda","SISEPUEDE",0,"EN - Transportation:N2O:6003:BAU + NDC"
2038,"N2O","Energy","EN - Transportation",0.0457134536944771,"EN - Transportation:N2O",6003,69069,"ASP + NDC","UGA",0,"uganda","SISEPUEDE",0,"EN - Transportation:N2O:6003:ASP + NDC"
2039,"N2O","Energy","EN - Transportation",0.0457134536944771,"EN - Transportation:N2O",6003,69069,"BAU + NDC","UGA",0,"uganda","SISEPUEDE",0,"EN - Transportation:N2O:6003:BAU + NDC"
2039,"N2O","Energy","EN - Transportation",0.0457134536944771,"EN - Transportation:N2O",6003,69069,"ASP + NDC","UGA",0,"uganda","SISEPUEDE",0,"EN - Transportation:N2O:6003:ASP + NDC"
2040,"N2O","Energy","EN - Transportation",0.0457134536944771,"EN - Transportation:N2O",6003,69069,"BAU + NDC","UGA",0,"uganda","SISEPUEDE",0,"EN - Transportation:N2O:6003:BAU + NDC"
2040,"N2O","Energy","EN - Transportation",0.0457134536944771,"EN - Transportation:N2O",6003,69069,"ASP + NDC","UGA",0,"uganda","SISEPUEDE",0,"EN - Transportation:N2O:6003:ASP + NDC"
2041,"N2O","Energy","EN - Transportation",0.0457134536944771,"EN - Transportation:N2O",6003,69069,"BAU + NDC","UGA",0,"uganda","SISEPUEDE",0,"EN - Transportation:N2O:6003:BAU + NDC"
2041,"N2O","Energy","EN - Transportation",0.0457134536944771,"EN - Transportation:N2O",6003,69069,"ASP + NDC","UGA",0,"uganda","SISEPUEDE",0,"EN - Transportation:N2O:6003:ASP + NDC"
2042,"N2O","Energy","EN - Transportation",0.0457134536944771,"EN - Transportation:N2O",6003,69069,"BAU + NDC","UGA",0,"uganda","SISEPUEDE",0,"EN - Transportation:N2O:6003:BAU + NDC"
2042,"N2O","Energy","EN - Transportation",0.0457134536944771,"EN - Transportation:N2O",6003,69069,"ASP + NDC","UGA",0,"uganda","SISEPUEDE",0,"EN - Transportation:N2O:6003:ASP + NDC"
2043,"N2O","Energy","EN - Transportation",0.0457134536944771,"EN - Transportation:N2O",6003,69069,"BAU + NDC","UGA",0,"uganda","SISEPUEDE",0,"EN - Transportation:N2O:6003:BAU + NDC"
2043,"N2O","Energy","EN - Transportation",0.0457134536944771,"EN - Transportation:N2O",6003,69069,"ASP + NDC","UGA",0,"uganda","SISEPUEDE",0,"EN - Transportation:N2O:6003:ASP + NDC"
2044,"N2O","Energy","EN - Transportation",0.0457134536944771,"EN - Transportation:N2O",6003,69069,"BAU + NDC","UGA",0,"uganda","SISEPUEDE",0,"EN - Transportation:N2O:6003:BAU + NDC"
2044,"N2O","Energy","EN - Transportation",0.0457134536944771,"EN - Transportation:N2O",6003,69069,"ASP + NDC","UGA",0,"uganda","SISEPUEDE",0,"EN - Transportation:N2O:6003:ASP + NDC"
2045,"N2O","Energy","EN - Transportation",0.0457134536944771,"EN - Transportation:N2O",6003,69069,"BAU + NDC","UGA",0,"uganda","SISEPUEDE",0,"EN - Transportation:N2O:6003:BAU + NDC"
2045,"N2O","Energy","EN - Transportation",0.0457134536944771,"EN - Transportation:N2O",6003,69069,"ASP + NDC","UGA",0,"uganda","SISEPUEDE",0,"EN - Transportation:N2O:6003:ASP + NDC"
2046,"N2O","Energy","EN - Transportation",0.0457134536944771,"EN - Transportation:N2O",6003,69069,"BAU + NDC","UGA",0,"uganda","SISEPUEDE",0,"EN - Transportation:N2O:6003:BAU + NDC"
2046,"N2O","Energy","EN - Transportation",0.0457134536944771,"EN - Transportation:N2O",6003,69069,"ASP + NDC","UGA",0,"uganda","SISEPUEDE",0,"EN - Transportation:N2O:6003:ASP + NDC"
2047,"N2O","Energy","EN - Transportation",0.0457134536944771,"EN - Transportation:N2O",6003,69069,"BAU + NDC","UGA",0,"uganda","SISEPUEDE",0,"EN - Transportation:N2O:6003:BAU + NDC"
2047,"N2O","Energy","EN - Transportation",0.0457134536944771,"EN - Transportation:N2O",6003,69069,"ASP + NDC","UGA",0,"uganda","SISEPUEDE",0,"EN - Transportation:N2O:6003:ASP + NDC"
2048,"N2O","Energy","EN - Transportation",0.0457134536944771,"EN - Transportation:N2O",6003,69069,"BAU + NDC","UGA",0,"uganda","SISEPUEDE",0,"EN - Transportation:N2O:6003:BAU + NDC"
2048,"N2O","Energy","EN - Transportation",0.0457134536944771,"EN - Transportation:N2O",6003,69069,"ASP + NDC","UGA",0,"uganda","SISEPUEDE",0,"EN - Transportation:N2O:6003:ASP + NDC"
2049,"N2O","Energy","EN - Transportation",0.0457134536944771,"EN - Transportation:N2O",6003,69069,"BAU + NDC","UGA",0,"uganda","SISEPUEDE",0,"EN - Transportation:N2O:6003:BAU + NDC"
2049,"N2O","Energy","EN - Transportation",0.0457134536944771,"EN - Transportation:N2O",6003,69069,"ASP + NDC","UGA",0,"uganda","SISEPUEDE",0,"EN - Transportation:N2O:6003:ASP + NDC"
2050,"N2O","Energy","EN - Transportation",0.0457134536944771,"EN - Transportation:N2O",6003,69069,"BAU + NDC","UGA",0,"uganda","SISEPUEDE",0,"EN - Transportation:N2O:6003:BAU + NDC"
2050,"N2O","Energy","EN - Transportation",0.0457134536944771,"EN - Transportation:N2O",6003,69069,"ASP + NDC","UGA",0,"uganda","SISEPUEDE",0,"EN - Transportation:N2O:6003:ASP + NDC"
2022,"CO2","Land Use, Land Use Change, and Forestry","LULUCF - Other Land",3.05675683326569,"LULUCF - Other Land:CO2",6003,69069,"BAU + NDC","UGA",0,"uganda","SISEPUEDE",0,"LULUCF - Other Land:CO2:6003:BAU + NDC"
2022,"CO2","Land Use, Land Use Change, and Forestry","LULUCF - Other Land",3.05675683326569,"LULUCF - Other Land:CO2",6003,69069,"ASP + NDC","UGA",0,"uganda","SISEPUEDE",0,"LULUCF - Other Land:CO2:6003:ASP + NDC"
2023,"CO2","Land Use, Land Use Change, and Forestry","LULUCF - Other Land",3.05675683326569,"LULUCF - Other Land:CO2",6003,69069,"BAU + NDC","UGA",0,"uganda","SISEPUEDE",0,"LULUCF - Other Land:CO2:6003:BAU + NDC"
2023,"CO2","Land Use, Land Use Change, and Forestry","LULUCF - Other Land",3.05675683326569,"LULUCF - Other Land:CO2",6003,69069,"ASP + NDC","UGA",0,"uganda","SISEPUEDE",0,"LULUCF - Other Land:CO2:6003:ASP + NDC"
2024,"CO2","Land Use, Land Use Change, and Forestry","LULUCF - Other Land",3.05675683326569,"LULUCF - Other Land:CO2",6003,69069,"BAU + NDC","UGA",0,"uganda","SISEPUEDE",0,"LULUCF - Other Land:CO2:6003:BAU + NDC"
2024,"CO2","Land Use, Land Use Change, and Forestry","LULUCF - Other Land",3.05675683326569,"LULUCF - Other Land:CO2",6003,69069,"ASP + NDC","UGA",0,"uganda","SISEPUEDE",0,"LULUCF - Other Land:CO2:6003:ASP + NDC"
2025,"CO2","Land Use, Land Use Change, and Forestry","LULUCF - Other Land",3.05675683326569,"LULUCF - Other Land:CO2",6003,69069,"BAU + NDC","UGA",0,"uganda","SISEPUEDE",0,"LULUCF - Other Land:CO2:6003:BAU + NDC"
2025,"CO2","Land Use, Land Use Change, and Forestry","LULUCF - Other Land",3.05675683326569,"LULUCF - Other Land:CO2",6003,69069,"ASP + NDC","UGA",0,"uganda","SISEPUEDE",0,"LULUCF - Other Land:CO2:6003:ASP + NDC"
2026,"CO2","Land Use, Land Use Change, and Forestry","LULUCF - Other Land",3.03230277859956,"LULUCF - Other Land:CO2",6003,69069,"BAU + NDC","UGA",0,"uganda","SISEPUEDE",0,"LULUCF - Other Land:CO2:6003:BAU + NDC"
2026,"CO2","Land Use, Land Use Change, and Forestry","LULUCF - Other Land",3.04391845456597,"LULUCF - Other Land:CO2",6003,69069,"ASP + NDC","UGA",0,"uganda","SISEPUEDE",0,"LULUCF - Other Land:CO2:6003:ASP + NDC"
2027,"CO2","Land Use, Land Use Change, and Forestry","LULUCF - Other Land",3.00784872393343,"LULUCF - Other Land:CO2",6003,69069,"BAU + NDC","UGA",0,"uganda","SISEPUEDE",0,"LULUCF - Other Land:CO2:6003:BAU + NDC"
2027,"CO2","Land Use, Land Use Change, and Forestry","LULUCF - Other Land",3.03108007586625,"LULUCF - Other Land:CO2",6003,69069,"ASP + NDC","UGA",0,"uganda","SISEPUEDE",0,"LULUCF - Other Land:CO2:6003:ASP + NDC"
2028,"CO2","Land Use, Land Use Change, and Forestry","LULUCF - Other Land",2.98339466926731,"LULUCF - Other Land:CO2",6003,69069,"BAU + NDC","UGA",0,"uganda","SISEPUEDE",0,"LULUCF - Other Land:CO2:6003:BAU + NDC"
2028,"CO2","Land Use, Land Use Change, and Forestry","LULUCF - Other Land",3.01824169716654,"LULUCF - Other Land:CO2",6003,69069,"ASP + NDC","UGA",0,"uganda","SISEPUEDE",0,"LULUCF - Other Land:CO2:6003:ASP + NDC"
2029,"CO2","Land Use, Land Use Change, and Forestry","LULUCF - Other Land",2.95894061460118,"LULUCF - Other Land:CO2",6003,69069,"BAU + NDC","UGA",0,"uganda","SISEPUEDE",0,"LULUCF - Other Land:CO2:6003:BAU + NDC"
2029,"CO2","Land Use, Land Use Change, and Forestry","LULUCF - Other Land",3.00540331846682,"LULUCF - Other Land:CO2",6003,69069,"ASP + NDC","UGA",0,"uganda","SISEPUEDE",0,"LULUCF - Other Land:CO2:6003:ASP + NDC"
2030,"CO2","Land Use, Land Use Change, and Forestry","LULUCF - Other Land",2.93448655993506,"LULUCF - Other Land:CO2",6003,69069,"BAU + NDC","UGA",0,"uganda","SISEPUEDE",0,"LULUCF - Other Land:CO2:6003:BAU + NDC"
2030,"CO2","Land Use, Land Use Change, and Forestry","LULUCF - Other Land",2.99256493976711,"LULUCF - Other Land:CO2",6003,69069,"ASP + NDC","UGA",0,"uganda","SISEPUEDE",0,"LULUCF - Other Land:CO2:6003:ASP + NDC"
2031,"CO2","Land Use, Land Use Change, and Forestry","LULUCF - Other Land",2.91003250526893,"LULUCF - Other Land:CO2",6003,69069,"BAU + NDC","UGA",0,"uganda","SISEPUEDE",0,"LULUCF - Other Land:CO2:6003:BAU + NDC"
2031,"CO2","Land Use, Land Use Change, and Forestry","LULUCF - Other Land",2.97972656106739,"LULUCF - Other Land:CO2",6003,69069,"ASP + NDC","UGA",0,"uganda","SISEPUEDE",0,"LULUCF - Other Land:CO2:6003:ASP + NDC"
2032,"CO2","Land Use, Land Use Change, and Forestry","LULUCF - Other Land",2.88557845060281,"LULUCF - Other Land:CO2",6003,69069,"BAU + NDC","UGA",0,"uganda","SISEPUEDE",0,"LULUCF - Other Land:CO2:6003:BAU + NDC"
2032,"CO2","Land Use, Land Use Change, and Forestry","LULUCF - Other Land",2.96688818236767,"LULUCF - Other Land:CO2",6003,69069,"ASP + NDC","UGA",0,"uganda","SISEPUEDE",0,"LULUCF - Other Land:CO2:6003:ASP + NDC"
2033,"CO2","Land Use, Land Use Change, and Forestry","LULUCF - Other Land",2.86112439593668,"LULUCF - Other Land:CO2",6003,69069,"BAU + NDC","UGA",0,"uganda","SISEPUEDE",0,"LULUCF - Other Land:CO2:6003:BAU + NDC"
2033,"CO2","Land Use, Land Use Change, and Forestry","LULUCF - Other Land",2.95404980366796,"LULUCF - Other Land:CO2",6003,69069,"ASP + NDC","UGA",0,"uganda","SISEPUEDE",0,"LULUCF - Other Land:CO2:6003:ASP + NDC"
2034,"CO2","Land Use, Land Use Change, and Forestry","LULUCF - Other Land",2.83667034127056,"LULUCF - Other Land:CO2",6003,69069,"BAU + NDC","UGA",0,"uganda","SISEPUEDE",0,"LULUCF - Other Land:CO2:6003:BAU + NDC"
2034,"CO2","Land Use, Land Use Change, and Forestry","LULUCF - Other Land",2.94121142496824,"LULUCF - Other Land:CO2",6003,69069,"ASP + NDC","UGA",0,"uganda","SISEPUEDE",0,"LULUCF - Other Land:CO2:6003:ASP + NDC"
2035,"CO2","Land Use, Land Use Change, and Forestry","LULUCF - Other Land",2.81221628660443,"LULUCF - Other Land:CO2",6003,69069,"BAU + NDC","UGA",0,"uganda","SISEPUEDE",0,"LULUCF - Other Land:CO2:6003:BAU + NDC"
2035,"CO2","Land Use, Land Use Change, and Forestry","LULUCF - Other Land",2.92837304626853,"LULUCF - Other Land:CO2",6003,69069,"ASP + NDC","UGA",0,"uganda","SISEPUEDE",0,"LULUCF - Other Land:CO2:6003:ASP + NDC"
2036,"CO2","Land Use, Land Use Change, and Forestry","LULUCF - Other Land",2.78776223193831,"LULUCF - Other Land:CO2",6003,69069,"BAU + NDC","UGA",0,"uganda","SISEPUEDE",0,"LULUCF - Other Land:CO2:6003:BAU + NDC"
2036,"CO2","Land Use, Land Use Change, and Forestry","LULUCF - Other Land",2.91553466756881,"LULUCF - Other Land:CO2",6003,69069,"ASP + NDC","UGA",0,"uganda","SISEPUEDE",0,"LULUCF - Other Land:CO2:6003:ASP + NDC"
2037,"CO2","Land Use, Land Use Change, and Forestry","LULUCF - Other Land",2.76330817727218,"LULUCF - Other Land:CO2",6003,69069,"BAU + NDC","UGA",0,"uganda","SISEPUEDE",0,"LULUCF - Other Land:CO2:6003:BAU + NDC"
2037,"CO2","Land Use, Land Use Change, and Forestry","LULUCF - Other Land",2.90269628886909,"LULUCF - Other Land:CO2",6003,69069,"ASP + NDC","UGA",0,"uganda","SISEPUEDE",0,"LULUCF - Other Land:CO2:6003:ASP + NDC"
2038,"CO2","Land Use, Land Use Change, and Forestry","LULUCF - Other Land",2.73885412260605,"LULUCF - Other Land:CO2",6003,69069,"BAU + NDC","UGA",0,"uganda","SISEPUEDE",0,"LULUCF - Other Land:CO2:6003:BAU + NDC"
2038,"CO2","Land Use, Land Use Change, and Forestry","LULUCF - Other Land",2.88985791016938,"LULUCF - Other Land:CO2",6003,69069,"ASP + NDC","UGA",0,"uganda","SISEPUEDE",0,"LULUCF - Other Land:CO2:6003:ASP + NDC"
2039,"CO2","Land Use, Land Use Change, and Forestry","LULUCF - Other Land",2.71440006793993,"LULUCF - Other Land:CO2",6003,69069,"BAU + NDC","UGA",0,"uganda","SISEPUEDE",0,"LULUCF - Other Land:CO2:6003:BAU + NDC"
2039,"CO2","Land Use, Land Use Change, and Forestry","LULUCF - Other Land",2.87701953146966,"LULUCF - Other Land:CO2",6003,69069,"ASP + NDC","UGA",0,"uganda","SISEPUEDE",0,"LULUCF - Other Land:CO2:6003:ASP + NDC"
2040,"CO2","Land Use, Land Use Change, and Forestry","LULUCF - Other Land",2.6899460132738,"LULUCF - Other Land:CO2",6003,69069,"BAU + NDC","UGA",0,"uganda","SISEPUEDE",0,"LULUCF - Other Land:CO2:6003:BAU + NDC"
2040,"CO2","Land Use, Land Use Change, and Forestry","LULUCF - Other Land",2.86418115276995,"LULUCF - Other Land:CO2",6003,69069,"ASP + NDC","UGA",0,"uganda","SISEPUEDE",0,"LULUCF - Other Land:CO2:6003:ASP + NDC"
2041,"CO2","Land Use, Land Use Change, and Forestry","LULUCF - Other Land",2.66549195860768,"LULUCF - Other Land:CO2",6003,69069,"BAU + NDC","UGA",0,"uganda","SISEPUEDE",0,"LULUCF - Other Land:CO2:6003:BAU + NDC"
2041,"CO2","Land Use, Land Use Change, and Forestry","LULUCF - Other Land",2.85134277407023,"LULUCF - Other Land:CO2",6003,69069,"ASP + NDC","UGA",0,"uganda","SISEPUEDE",0,"LULUCF - Other Land:CO2:6003:ASP + NDC"
2042,"CO2","Land Use, Land Use Change, and Forestry","LULUCF - Other Land",2.64103790394155,"LULUCF - Other Land:CO2",6003,69069,"BAU + NDC","UGA",0,"uganda","SISEPUEDE",0,"LULUCF - Other Land:CO2:6003:BAU + NDC"
2042,"CO2","Land Use, Land Use Change, and Forestry","LULUCF - Other Land",2.83850439537052,"LULUCF - Other Land:CO2",6003,69069,"ASP + NDC","UGA",0,"uganda","SISEPUEDE",0,"LULUCF - Other Land:CO2:6003:ASP + NDC"
2043,"CO2","Land Use, Land Use Change, and Forestry","LULUCF - Other Land",2.61658384927543,"LULUCF - Other Land:CO2",6003,69069,"BAU + NDC","UGA",0,"uganda","SISEPUEDE",0,"LULUCF - Other Land:CO2:6003:BAU + NDC"
2043,"CO2","Land Use, Land Use Change, and Forestry","LULUCF - Other Land",2.8256660166708,"LULUCF - Other Land:CO2",6003,69069,"ASP + NDC","UGA",0,"uganda","SISEPUEDE",0,"LULUCF - Other Land:CO2:6003:ASP + NDC"
2044,"CO2","Land Use, Land Use Change, and Forestry","LULUCF - Other Land",2.5921297946093,"LULUCF - Other Land:CO2",6003,69069,"BAU + NDC","UGA",0,"uganda","SISEPUEDE",0,"LULUCF - Other Land:CO2:6003:BAU + NDC"
2044,"CO2","Land Use, Land Use Change, and Forestry","LULUCF - Other Land",2.81282763797108,"LULUCF - Other Land:CO2",6003,69069,"ASP + NDC","UGA",0,"uganda","SISEPUEDE",0,"LULUCF - Other Land:CO2:6003:ASP + NDC"
2045,"CO2","Land Use, Land Use Change, and Forestry","LULUCF - Other Land",2.56767573994318,"LULUCF - Other Land:CO2",6003,69069,"BAU + NDC","UGA",0,"uganda","SISEPUEDE",0,"LULUCF - Other Land:CO2:6003:BAU + NDC"
2045,"CO2","Land Use, Land Use Change, and Forestry","LULUCF - Other Land",2.79998925927137,"LULUCF - Other Land:CO2",6003,69069,"ASP + NDC","UGA",0,"uganda","SISEPUEDE",0,"LULUCF - Other Land:CO2:6003:ASP + NDC"
2046,"CO2","Land Use, Land Use Change, and Forestry","LULUCF - Other Land",2.54322168527705,"LULUCF - Other Land:CO2",6003,69069,"BAU + NDC","UGA",0,"uganda","SISEPUEDE",0,"LULUCF - Other Land:CO2:6003:BAU + NDC"
2046,"CO2","Land Use, Land Use Change, and Forestry","LULUCF - Other Land",2.78715088057165,"LULUCF - Other Land:CO2",6003,69069,"ASP + NDC","UGA",0,"uganda","SISEPUEDE",0,"LULUCF - Other Land:CO2:6003:ASP + NDC"
2047,"CO2","Land Use, Land Use Change, and Forestry","LULUCF - Other Land",2.51876763061092,"LULUCF - Other Land:CO2",6003,69069,"BAU + NDC","UGA",0,"uganda","SISEPUEDE",0,"LULUCF - Other Land:CO2:6003:BAU + NDC"
2047,"CO2","Land Use, Land Use Change, and Forestry","LULUCF - Other Land",2.77431250187194,"LULUCF - Other Land:CO2",6003,69069,"ASP + NDC","UGA",0,"uganda","SISEPUEDE",0,"LULUCF - Other Land:CO2:6003:ASP + NDC"
2048,"CO2","Land Use, Land Use Change, and Forestry","LULUCF - Other Land",2.4943135759448,"LULUCF - Other Land:CO2",6003,69069,"BAU + NDC","UGA",0,"uganda","SISEPUEDE",0,"LULUCF - Other Land:CO2:6003:BAU + NDC"
2048,"CO2","Land Use, Land Use Change, and Forestry","LULUCF - Other Land",2.76147412317222,"LULUCF - Other Land:CO2",6003,69069,"ASP + NDC","UGA",0,"uganda","SISEPUEDE",0,"LULUCF - Other Land:CO2:6003:ASP + NDC"
2049,"CO2","Land Use, Land Use Change, and Forestry","LULUCF - Other Land",2.46985952127867,"LULUCF - Other Land:CO2",6003,69069,"BAU + NDC","UGA",0,"uganda","SISEPUEDE",0,"LULUCF - Other Land:CO2:6003:BAU + NDC"
2049,"CO2","Land Use, Land Use Change, and Forestry","LULUCF - Other Land",2.7486357444725,"LULUCF - Other Land:CO2",6003,69069,"ASP + NDC","UGA",0,"uganda","SISEPUEDE",0,"LULUCF - Other Land:CO2:6003:ASP + NDC"
2050,"CO2","Land Use, Land Use Change, and Forestry","LULUCF - Other Land",2.44540546661255,"LULUCF - Other Land:CO2",6003,69069,"BAU + NDC","UGA",0,"uganda","SISEPUEDE",0,"LULUCF - Other Land:CO2:6003:BAU + NDC"
2050,"CO2","Land Use, Land Use Change, and Forestry","LULUCF - Other Land",2.73579736577279,"LULUCF - Other Land:CO2",6003,69069,"ASP + NDC","UGA",0,"uganda","SISEPUEDE",0,"LULUCF - Other Land:CO2:6003:ASP + NDC"
2022,"All GHG","Energy","EN - Building",3.62338958759973,"EN - Building:All GHG",6004,70070,"BAU + Net Zero","UGA",0,"uganda","SISEPUEDE",0,"EN - Building:All GHG:6004:BAU + Net Zero"
2022,"All GHG","Energy","EN - Building",3.62338958759973,"EN - Building:All GHG",6004,70070,"ASP + Net Zero","UGA",0,"uganda","SISEPUEDE",0,"EN - Building:All GHG:6004:ASP + Net Zero"
