"strategy_id","primary_id","Edgar_Class","CSC.Sector","CSC.Subsector","value","Year","Gas","design_id","future_id","strategy","Code","Contry","source","ids"
6003,69069,"AG - Crops:CH4","Agriculture","AG - Crops",0.576886757,2022,"CH4",0,0,"ASP + NDC","UGA","uganda","SISEPUEDE","AG - Crops:CH4:6003"
6003,69069,"AG - Crops:CH4","Agriculture","AG - Crops",0.58078649240897,2023,"CH4",0,0,"ASP + NDC","UGA","uganda","SISEPUEDE","AG - Crops:CH4:6003"
6003,69069,"AG - Crops:CH4","Agriculture","AG - Crops",0.584771810811429,2024,"CH4",0,0,"ASP + NDC","UGA","uganda","SISEPUEDE","AG - Crops:CH4:6003"
6003,69069,"AG - Crops:CH4","Agriculture","AG - Crops",0.588838513504672,2025,"CH4",0,0,"ASP + NDC","UGA","uganda","SISEPUEDE","AG - Crops:CH4:6003"
6003,69069,"AG - Crops:CH4","Agriculture","AG - Crops",0.592993819443415,2026,"CH4",0,0,"ASP + NDC","UGA","uganda","SISEPUEDE","AG - Crops:CH4:6003"
6003,69069,"AG - Crops:CH4","Agriculture","AG - Crops",0.597235850448165,2027,"CH4",0,0,"ASP + NDC","UGA","uganda","SISEPUEDE","AG - Crops:CH4:6003"
6003,69069,"AG - Crops:CH4","Agriculture","AG - Crops",0.597949167495102,2028,"CH4",0,0,"ASP + NDC","UGA","uganda","SISEPUEDE","AG - Crops:CH4:6003"
6003,69069,"AG - Crops:CH4","Agriculture","AG - Crops",0.596411650155081,2029,"CH4",0,0,"ASP + NDC","UGA","uganda","SISEPUEDE","AG - Crops:CH4:6003"
6003,69069,"AG - Crops:CH4","Agriculture","AG - Crops",0.595549920152372,2030,"CH4",0,0,"ASP + NDC","UGA","uganda","SISEPUEDE","AG - Crops:CH4:6003"
6003,69069,"AG - Crops:CH4","Agriculture","AG - Crops",0.59497444828773,2031,"CH4",0,0,"ASP + NDC","UGA","uganda","SISEPUEDE","AG - Crops:CH4:6003"
6003,69069,"AG - Crops:CH4","Agriculture","AG - Crops",0.594663262400587,2032,"CH4",0,0,"ASP + NDC","UGA","uganda","SISEPUEDE","AG - Crops:CH4:6003"
6003,69069,"AG - Crops:CH4","Agriculture","AG - Crops",0.594606186161934,2033,"CH4",0,0,"ASP + NDC","UGA","uganda","SISEPUEDE","AG - Crops:CH4:6003"
6003,69069,"AG - Crops:CH4","Agriculture","AG - Crops",0.594794421913127,2034,"CH4",0,0,"ASP + NDC","UGA","uganda","SISEPUEDE","AG - Crops:CH4:6003"
6003,69069,"AG - Crops:CH4","Agriculture","AG - Crops",0.595228412449213,2035,"CH4",0,0,"ASP + NDC","UGA","uganda","SISEPUEDE","AG - Crops:CH4:6003"
6003,69069,"AG - Crops:CH4","Agriculture","AG - Crops",0.595914361974426,2036,"CH4",0,0,"ASP + NDC","UGA","uganda","SISEPUEDE","AG - Crops:CH4:6003"
6003,69069,"AG - Crops:CH4","Agriculture","AG - Crops",0.596855033514312,2037,"CH4",0,0,"ASP + NDC","UGA","uganda","SISEPUEDE","AG - Crops:CH4:6003"
6003,69069,"AG - Crops:CH4","Agriculture","AG - Crops",0.598051517398972,2038,"CH4",0,0,"ASP + NDC","UGA","uganda","SISEPUEDE","AG - Crops:CH4:6003"
6003,69069,"AG - Crops:CH4","Agriculture","AG - Crops",0.5995087206113,2039,"CH4",0,0,"ASP + NDC","UGA","uganda","SISEPUEDE","AG - Crops:CH4:6003"
6003,69069,"AG - Crops:CH4","Agriculture","AG - Crops",0.601227003373631,2040,"CH4",0,0,"ASP + NDC","UGA","uganda","SISEPUEDE","AG - Crops:CH4:6003"
6003,69069,"AG - Crops:CH4","Agriculture","AG - Crops",0.603211801171346,2041,"CH4",0,0,"ASP + NDC","UGA","uganda","SISEPUEDE","AG - Crops:CH4:6003"
6003,69069,"AG - Crops:CH4","Agriculture","AG - Crops",0.605459807735011,2042,"CH4",0,0,"ASP + NDC","UGA","uganda","SISEPUEDE","AG - Crops:CH4:6003"
6003,69069,"AG - Crops:CH4","Agriculture","AG - Crops",0.607997486144772,2043,"CH4",0,0,"ASP + NDC","UGA","uganda","SISEPUEDE","AG - Crops:CH4:6003"
6003,69069,"AG - Crops:CH4","Agriculture","AG - Crops",0.610799661369908,2044,"CH4",0,0,"ASP + NDC","UGA","uganda","SISEPUEDE","AG - Crops:CH4:6003"
6003,69069,"AG - Crops:CH4","Agriculture","AG - Crops",0.613867604647302,2045,"CH4",0,0,"ASP + NDC","UGA","uganda","SISEPUEDE","AG - Crops:CH4:6003"
6003,69069,"AG - Crops:CH4","Agriculture","AG - Crops",0.617203961527289,2046,"CH4",0,0,"ASP + NDC","UGA","uganda","SISEPUEDE","AG - Crops:CH4:6003"
6003,69069,"AG - Crops:CH4","Agriculture","AG - Crops",0.620811216577668,2047,"CH4",0,0,"ASP + NDC","UGA","uganda","SISEPUEDE","AG - Crops:CH4:6003"
6003,69069,"AG - Crops:CH4","Agriculture","AG - Crops",0.624693607506871,2048,"CH4",0,0,"ASP + NDC","UGA","uganda","SISEPUEDE","AG - Crops:CH4:6003"
6003,69069,"AG - Crops:CH4","Agriculture","AG - Crops",0.628859282522344,2049,"CH4",0,0,"ASP + NDC","UGA","uganda","SISEPUEDE","AG - Crops:CH4:6003"
6003,69069,"AG - Crops:CH4","Agriculture","AG - Crops",0.633316802574425,2050,"CH4",0,0,"ASP + NDC","UGA","uganda","SISEPUEDE","AG - Crops:CH4:6003"
6003,69069,"AG - Crops:CO2","Agriculture","AG - Crops",0,2022,"CO2",0,0,"ASP + NDC","UGA","uganda","SISEPUEDE","AG - Crops:CO2:6003"
6003,69069,"AG - Crops:CO2","Agriculture","AG - Crops",0,2023,"CO2",0,0,"ASP + NDC","UGA","uganda","SISEPUEDE","AG - Crops:CO2:6003"
6003,69069,"AG - Crops:CO2","Agriculture","AG - Crops",0,2024,"CO2",0,0,"ASP + NDC","UGA","uganda","SISEPUEDE","AG - Crops:CO2:6003"
6003,69069,"AG - Crops:CO2","Agriculture","AG - Crops",0,2025,"CO2",0,0,"ASP + NDC","UGA","uganda","SISEPUEDE","AG - Crops:CO2:6003"
6003,69069,"AG - Crops:CO2","Agriculture","AG - Crops",0,2026,"CO2",0,0,"ASP + NDC","UGA","uganda","SISEPUEDE","AG - Crops:CO2:6003"
6003,69069,"AG - Crops:CO2","Agriculture","AG - Crops",0,2027,"CO2",0,0,"ASP + NDC","UGA","uganda","SISEPUEDE","AG - Crops:CO2:6003"
6003,69069,"AG - Crops:CO2","Agriculture","AG - Crops",0,2028,"CO2",0,0,"ASP + NDC","UGA","uganda","SISEPUEDE","AG - Crops:CO2:6003"
6003,69069,"AG - Crops:CO2","Agriculture","AG - Crops",0,2029,"CO2",0,0,"ASP + NDC","UGA","uganda","SISEPUEDE","AG - Crops:CO2:6003"
6003,69069,"AG - Crops:CO2","Agriculture","AG - Crops",0,2030,"CO2",0,0,"ASP + NDC","UGA","uganda","SISEPUEDE","AG - Crops:CO2:6003"
6003,69069,"AG - Crops:CO2","Agriculture","AG - Crops",0,2031,"CO2",0,0,"ASP + NDC","UGA","uganda","SISEPUEDE","AG - Crops:CO2:6003"
6003,69069,"AG - Crops:CO2","Agriculture","AG - Crops",0,2032,"CO2",0,0,"ASP + NDC","UGA","uganda","SISEPUEDE","AG - Crops:CO2:6003"
6003,69069,"AG - Crops:CO2","Agriculture","AG - Crops",0,2033,"CO2",0,0,"ASP + NDC","UGA","uganda","SISEPUEDE","AG - Crops:CO2:6003"
6003,69069,"AG - Crops:CO2","Agriculture","AG - Crops",0,2034,"CO2",0,0,"ASP + NDC","UGA","uganda","SISEPUEDE","AG - Crops:CO2:6003"
6003,69069,"AG - Crops:CO2","Agriculture","AG - Crops",0,2035,"CO2",0,0,"ASP + NDC","UGA","uganda","SISEPUEDE","AG - Crops:CO2:6003"
6003,69069,"AG - Crops:CO2","Agriculture","AG - Crops",0,2036,"CO2",0,0,"ASP + NDC","UGA","uganda","SISEPUEDE","AG - Crops:CO2:6003"
6003,69069,"AG - Crops:CO2","Agriculture","AG - Crops",0,2037,"CO2",0,0,"ASP + NDC","UGA","uganda","SISEPUEDE","AG - Crops:CO2:6003"
6003,69069,"AG - Crops:CO2","Agriculture","AG - Crops",0,2038,"CO2",0,0,"ASP + NDC","UGA","uganda","SISEPUEDE","AG - Crops:CO2:6003"
6003,69069,"AG - Crops:CO2","Agriculture","AG - Crops",0,2039,"CO2",0,0,"ASP + NDC","UGA","uganda","SISEPUEDE","AG - Crops:CO2:6003"
6003,69069,"AG - Crops:CO2","Agriculture","AG - Crops",0,2040,"CO2",0,0,"ASP + NDC","UGA","uganda","SISEPUEDE","AG - Crops:CO2:6003"
6003,69069,"AG - Crops:CO2","Agriculture","AG - Crops",0,2041,"CO2",0,0,"ASP + NDC","UGA","uganda","SISEPUEDE","AG - Crops:CO2:6003"
6003,69069,"AG - Crops:CO2","Agriculture","AG - Crops",0,2042,"CO2",0,0,"ASP + NDC","UGA","uganda","SISEPUEDE","AG - Crops:CO2:6003"
