sector,subsector,field,model_variable,category_value,category_name,gas,gas_name,subsector_total_field,model_variable_information
Energy,Energy Technology,emission_co2e_n2o_entc_processing_and_refinement_fp_petroleum_refinement,NemoMod :math:\text{N}_2\text{O} Emissions from Fuel Processing and Refinement,fp_petroleum_refinement,cat_technology,n2o,Nitrus Oxide,emission_co2e_subsector_total_entc,Taken from NemoMod variable **vannualemissions** and reported in configuration units emissions_mass.
Energy,Fugitive Emissions,emission_co2e_ch4_fgtv_fuel_coal,:math:\text{CH}_4 Fugitive Emissions,fuel_coal,cat_fuel,ch4,Methane,emission_co2e_subsector_total_fgtv,
Energy,Fugitive Emissions,emission_co2e_ch4_fgtv_fuel_natural_gas,:math:\text{CH}_4 Fugitive Emissions,fuel_natural_gas,cat_fuel,ch4,Methane,emission_co2e_subsector_total_fgtv,
Energy,Fugitive Emissions,emission_co2e_ch4_fgtv_fuel_oil,:math:\text{CH}_4 Fugitive Emissions,fuel_oil,cat_fuel,ch4,Methane,emission_co2e_subsector_total_fgtv,
Energy,Fugitive Emissions,emission_co2e_co2_fgtv_fuel_coal,:math:\text{CO}_2 Fugitive Emissions,fuel_coal,cat_fuel,co2,Carbon Dioxide,emission_co2e_subsector_total_fgtv,
Energy,Fugitive Emissions,emission_co2e_co2_fgtv_fuel_natural_gas,:math:\text{CO}_2 Fugitive Emissions,fuel_natural_gas,cat_fuel,co2,Carbon Dioxide,emission_co2e_subsector_total_fgtv,
Energy,Fugitive Emissions,emission_co2e_co2_fgtv_fuel_oil,:math:\text{CO}_2 Fugitive Emissions,fuel_oil,cat_fuel,co2,Carbon Dioxide,emission_co2e_subsector_total_fgtv,
Energy,Fugitive Emissions,emission_co2e_n2o_fgtv_fuel_coal,:math:\text{N}_2\text{O} Fugitive Emissions,fuel_coal,cat_fuel,n2o,Nitrus Oxide,emission_co2e_subsector_total_fgtv,
Energy,Fugitive Emissions,emission_co2e_n2o_fgtv_fuel_natural_gas,:math:\text{N}_2\text{O} Fugitive Emissions,fuel_natural_gas,cat_fuel,n2o,Nitrus Oxide,emission_co2e_subsector_total_fgtv,
Energy,Fugitive Emissions,emission_co2e_n2o_fgtv_fuel_oil,:math:\text{N}_2\text{O} Fugitive Emissions,fuel_oil,cat_fuel,n2o,Nitrus Oxide,emission_co2e_subsector_total_fgtv,
Energy,Industrial Energy,emission_co2e_ch4_inen_agriculture_and_livestock,:math:\text{CH}_4 Emissions from Industrial Energy,agriculture_and_livestock,cat_industry,ch4,Methane,emission_co2e_subsector_total_inen,
Energy,Industrial Energy,emission_co2e_ch4_inen_cement,:math:\text{CH}_4 Emissions from Industrial Energy,cement,cat_industry,ch4,Methane,emission_co2e_subsector_total_inen,
Energy,Industrial Energy,emission_co2e_ch4_inen_chemicals,:math:\text{CH}_4 Emissions from Industrial Energy,chemicals,cat_industry,ch4,Methane,emission_co2e_subsector_total_inen,
Energy,Industrial Energy,emission_co2e_ch4_inen_electronics,:math:\text{CH}_4 Emissions from Industrial Energy,electronics,cat_industry,ch4,Methane,emission_co2e_subsector_total_inen,
Energy,Industrial Energy,emission_co2e_ch4_inen_glass,:math:\text{CH}_4 Emissions from Industrial Energy,glass,cat_industry,ch4,Methane,emission_co2e_subsector_total_inen,
Energy,Industrial Energy,emission_co2e_ch4_inen_lime_and_carbonite,:math:\text{CH}_4 Emissions from Industrial Energy,lime_and_carbonite,cat_industry,ch4,Methane,emission_co2e_subsector_total_inen,
Energy,Industrial Energy,emission_co2e_ch4_inen_metals,:math:\text{CH}_4 Emissions from Industrial Energy,metals,cat_industry,ch4,Methane,emission_co2e_subsector_total_inen,
Energy,Industrial Energy,emission_co2e_ch4_inen_mining,:math:\text{CH}_4 Emissions from Industrial Energy,mining,cat_industry,ch4,Methane,emission_co2e_subsector_total_inen,
Energy,Industrial Energy,emission_co2e_ch4_inen_other_product_manufacturing,:math:\text{CH}_4 Emissions from Industrial Energy,other_product_manufacturing,cat_industry,ch4,Methane,emission_co2e_subsector_total_inen,
Energy,Industrial Energy,emission_co2e_ch4_inen_paper,:math:\text{CH}_4 Emissions from Industrial Energy,paper,cat_industry,ch4,Methane,emission_co2e_subsector_total_inen,
Energy,Industrial Energy,emission_co2e_ch4_inen_plastic,:math:\text{CH}_4 Emissions from Industrial Energy,plastic,cat_industry,ch4,Methane,emission_co2e_subsector_total_inen,
Energy,Industrial Energy,emission_co2e_ch4_inen_recycled_glass,:math:\text{CH}_4 Emissions from Industrial Energy,recycled_glass,cat_industry,ch4,Methane,emission_co2e_subsector_total_inen,
Energy,Industrial Energy,emission_co2e_ch4_inen_recycled_metals,:math:\text{CH}_4 Emissions from Industrial Energy,recycled_metals,cat_industry,ch4,Methane,emission_co2e_subsector_total_inen,
Energy,Industrial Energy,emission_co2e_ch4_inen_recycled_paper,:math:\text{CH}_4 Emissions from Industrial Energy,recycled_paper,cat_industry,ch4,Methane,emission_co2e_subsector_total_inen,
Energy,Industrial Energy,emission_co2e_ch4_inen_recycled_plastic,:math:\text{CH}_4 Emissions from Industrial Energy,recycled_plastic,cat_industry,ch4,Methane,emission_co2e_subsector_total_inen,
Energy,Industrial Energy,emission_co2e_ch4_inen_recycled_rubber_and_leather,:math:\text{CH}_4 Emissions from Industrial Energy,recycled_rubber_and_leather,cat_industry,ch4,Methane,emission_co2e_subsector_total_inen,
Energy,Industrial Energy,emission_co2e_ch4_inen_recycled_textiles,:math:\text{CH}_4 Emissions from Industrial Energy,recycled_textiles,cat_industry,ch4,Methane,emission_co2e_subsector_total_inen,
Energy,Industrial Energy,emission_co2e_ch4_inen_recycled_wood,:math:\text{CH}_4 Emissions from Industrial Energy,recycled_wood,cat_industry,ch4,Methane,emission_co2e_subsector_total_inen,
Energy,Industrial Energy,emission_co2e_ch4_inen_rubber_and_leather,:math:\text{CH}_4 Emissions from Industrial Energy,rubber_and_leather,cat_industry,ch4,Methane,emission_co2e_subsector_total_inen,
Energy,Industrial Energy,emission_co2e_ch4_inen_textiles,:math:\text{CH}_4 Emissions from Industrial Energy,textiles,cat_industry,ch4,Methane,emission_co2e_subsector_total_inen,
Energy,Industrial Energy,emission_co2e_co2_inen_agriculture_and_livestock,:math:\text{CO}_2 Emissions from Industrial Energy,agriculture_and_livestock,cat_industry,co2,Carbon Dioxide,emission_co2e_subsector_total_inen,
Energy,Industrial Energy,emission_co2e_co2_inen_cement,:math:\text{CO}_2 Emissions from Industrial Energy,cement,cat_industry,co2,Carbon Dioxide,emission_co2e_subsector_total_inen,
Energy,Industrial Energy,emission_co2e_co2_inen_chemicals,:math:\text{CO}_2 Emissions from Industrial Energy,chemicals,cat_industry,co2,Carbon Dioxide,emission_co2e_subsector_total_inen,
Energy,Industrial Energy,emission_co2e_co2_inen_electronics,:math:\text{CO}_2 Emissions from Industrial Energy,electronics,cat_industry,co2,Carbon Dioxide,emission_co2e_subsector_total_inen,
Energy,Industrial Energy,emission_co2e_co2_inen_glass,:math:\text{CO}_2 Emissions from Industrial Energy,glass,cat_industry,co2,Carbon Dioxide,emission_co2e_subsector_total_inen,
Energy,Industrial Energy,emission_co2e_co2_inen_lime_and_carbonite,:math:\text{CO}_2 Emissions from Industrial Energy,lime_and_carbonite,cat_industry,co2,Carbon Dioxide,emission_co2e_subsector_total_inen,
Energy,Industrial Energy,emission_co2e_co2_inen_metals,:math:\text{CO}_2 Emissions from Industrial Energy,metals,cat_industry,co2,Carbon Dioxide,emission_co2e_subsector_total_inen,
Energy,Industrial Energy,emission_co2e_co2_inen_mining,:math:\text{CO}_2 Emissions from Industrial Energy,mining,cat_industry,co2,Carbon Dioxide,emission_co2e_subsector_total_inen,
Energy,Industrial Energy,emission_co2e_co2_inen_other_product_manufacturing,:math:\text{CO}_2 Emissions from Industrial Energy,other_product_manufacturing,cat_industry,co2,Carbon Dioxide,emission_co2e_subsector_total_inen,
Energy,Industrial Energy,emission_co2e_co2_inen_paper,:math:\text{CO}_2 Emissions from Industrial Energy,paper,cat_industry,co2,Carbon Dioxide,emission_co2e_subsector_total_inen,
Energy,Industrial Energy,emission_co2e_co2_inen_plastic,:math:\text{CO}_2 Emissions from Industrial Energy,plastic,cat_industry,co2,Carbon Dioxide,emission_co2e_subsector_total_inen,
Energy,Industrial Energy,emission_co2e_co2_inen_recycled_glass,:math:\text{CO}_2 Emissions from Industrial Energy,recycled_glass,cat_industry,co2,Carbon Dioxide,emission_co2e_subsector_total_inen,
Energy,Industrial Energy,emission_co2e_co2_inen_recycled_metals,:math:\text{CO}_2 Emissions from Industrial Energy,recycled_metals,cat_industry,co2,Carbon Dioxide,emission_co2e_subsector_total_inen,
Energy,Industrial Energy,emission_co2e_co2_inen_recycled_paper,:math:\text{CO}_2 Emissions from Industrial Energy,recycled_paper,cat_industry,co2,Carbon Dioxide,emission_co2e_subsector_total_inen,
Energy,Industrial Energy,emission_co2e_co2_inen_recycled_plastic,:math:\text{CO}_2 Emissions from Industrial Energy,recycled_plastic,cat_industry,co2,Carbon Dioxide,emission_co2e_subsector_total_inen,
Energy,Industrial Energy,emission_co2e_co2_inen_recycled_rubber_and_leather,:math:\text{CO}_2 Emissions from Industrial Energy,recycled_rubber_and_leather,cat_industry,co2,Carbon Dioxide,emission_co2e_subsector_total_inen,
Energy,Industrial Energy,emission_co2e_co2_inen_recycled_textiles,:math:\text{CO}_2 Emissions from Industrial Energy,recycled_textiles,cat_industry,co2,Carbon Dioxide,emission_co2e_subsector_total_inen,
Energy,Industrial Energy,emission_co2e_co2_inen_recycled_wood,:math:\text{CO}_2 Emissions from Industrial Energy,recycled_wood,cat_industry,co2,Carbon Dioxide,emission_co2e_subsector_total_inen,
Energy,Industrial Energy,emission_co2e_co2_inen_rubber_and_leather,:math:\text{CO}_2 Emissions from Industrial Energy,rubber_and_leather,cat_industry,co2,Carbon Dioxide,emission_co2e_subsector_total_inen,
Energy,Industrial Energy,emission_co2e_co2_inen_textiles,:math:\text{CO}_2 Emissions from Industrial Energy,textiles,cat_industry,co2,Carbon Dioxide,emission_co2e_subsector_total_inen,
Energy,Industrial Energy,emission_co2e_n2o_inen_agriculture_and_livestock,:math:\text{N}_2\text{O} Emissions from Industrial Energy,agriculture_and_livestock,cat_industry,n2o,Nitrus Oxide,emission_co2e_subsector_total_inen,
Energy,Industrial Energy,emission_co2e_n2o_inen_cement,:math:\text{N}_2\text{O} Emissions from Industrial Energy,cement,cat_industry,n2o,Nitrus Oxide,emission_co2e_subsector_total_inen,
Energy,Industrial Energy,emission_co2e_n2o_inen_chemicals,:math:\text{N}_2\text{O} Emissions from Industrial Energy,chemicals,cat_industry,n2o,Nitrus Oxide,emission_co2e_subsector_total_inen,
Energy,Industrial Energy,emission_co2e_n2o_inen_electronics,:math:\text{N}_2\text{O} Emissions from Industrial Energy,electronics,cat_industry,n2o,Nitrus Oxide,emission_co2e_subsector_total_inen,
Energy,Industrial Energy,emission_co2e_n2o_inen_glass,:math:\text{N}_2\text{O} Emissions from Industrial Energy,glass,cat_industry,n2o,Nitrus Oxide,emission_co2e_subsector_total_inen,
Energy,Industrial Energy,emission_co2e_n2o_inen_lime_and_carbonite,:math:\text{N}_2\text{O} Emissions from Industrial Energy,lime_and_carbonite,cat_industry,n2o,Nitrus Oxide,emission_co2e_subsector_total_inen,
Energy,Industrial Energy,emission_co2e_n2o_inen_metals,:math:\text{N}_2\text{O} Emissions from Industrial Energy,metals,cat_industry,n2o,Nitrus Oxide,emission_co2e_subsector_total_inen,
Energy,Industrial Energy,emission_co2e_n2o_inen_mining,:math:\text{N}_2\text{O} Emissions from Industrial Energy,mining,cat_industry,n2o,Nitrus Oxide,emission_co2e_subsector_total_inen,
Energy,Industrial Energy,emission_co2e_n2o_inen_other_product_manufacturing,:math:\text{N}_2\text{O} Emissions from Industrial Energy,other_product_manufacturing,cat_industry,n2o,Nitrus Oxide,emission_co2e_subsector_total_inen,
Energy,Industrial Energy,emission_co2e_n2o_inen_paper,:math:\text{N}_2\text{O} Emissions from Industrial Energy,paper,cat_industry,n2o,Nitrus Oxide,emission_co2e_subsector_total_inen,
Energy,Industrial Energy,emission_co2e_n2o_inen_plastic,:math:\text{N}_2\text{O} Emissions from Industrial Energy,plastic,cat_industry,n2o,Nitrus Oxide,emission_co2e_subsector_total_inen,
Energy,Industrial Energy,emission_co2e_n2o_inen_recycled_glass,:math:\text{N}_2\text{O} Emissions from Industrial Energy,recycled_glass,cat_industry,n2o,Nitrus Oxide,emission_co2e_subsector_total_inen,
Energy,Industrial Energy,emission_co2e_n2o_inen_recycled_metals,:math:\text{N}_2\text{O} Emissions from Industrial Energy,recycled_metals,cat_industry,n2o,Nitrus Oxide,emission_co2e_subsector_total_inen,
Energy,Industrial Energy,emission_co2e_n2o_inen_recycled_paper,:math:\text{N}_2\text{O} Emissions from Industrial Energy,recycled_paper,cat_industry,n2o,Nitrus Oxide,emission_co2e_subsector_total_inen,
Energy,Industrial Energy,emission_co2e_n2o_inen_recycled_plastic,:math:\text{N}_2\text{O} Emissions from Industrial Energy,recycled_plastic,cat_industry,n2o,Nitrus Oxide,emission_co2e_subsector_total_inen,
Energy,Industrial Energy,emission_co2e_n2o_inen_recycled_rubber_and_leather,:math:\text{N}_2\text{O} Emissions from Industrial Energy,recycled_rubber_and_leather,cat_industry,n2o,Nitrus Oxide,emission_co2e_subsector_total_inen,
Energy,Industrial Energy,emission_co2e_n2o_inen_recycled_textiles,:math:\text{N}_2\text{O} Emissions from Industrial Energy,recycled_textiles,cat_industry,n2o,Nitrus Oxide,emission_co2e_subsector_total_inen,
Energy,Industrial Energy,emission_co2e_n2o_inen_recycled_wood,:math:\text{N}_2\text{O} Emissions from Industrial Energy,recycled_wood,cat_industry,n2o,Nitrus Oxide,emission_co2e_subsector_total_inen,
Energy,Industrial Energy,emission_co2e_n2o_inen_rubber_and_leather,:math:\text{N}_2\text{O} Emissions from Industrial Energy,rubber_and_leather,cat_industry,n2o,Nitrus Oxide,emission_co2e_subsector_total_inen,
Energy,Industrial Energy,emission_co2e_n2o_inen_textiles,:math:\text{N}_2\text{O} Emissions from Industrial Energy,textiles,cat_industry,n2o,Nitrus Oxide,emission_co2e_subsector_total_inen,
Energy,Stationary Combustion and Other Energy,emission_co2e_ch4_scoe_commercial_municipal,:math:\text{CH}_4 Emissions from SCOE,commercial_municipal,cat_scoe,ch4,Methane,emission_co2e_subsector_total_scoe,
Energy,Stationary Combustion and Other Energy,emission_co2e_ch4_scoe_other_se,:math:\text{CH}_4 Emissions from SCOE,other_se,cat_scoe,ch4,Methane,emission_co2e_subsector_total_scoe,
Energy,Stationary Combustion and Other Energy,emission_co2e_ch4_scoe_residential,:math:\text{CH}_4 Emissions from SCOE,residential,cat_scoe,ch4,Methane,emission_co2e_subsector_total_scoe,
Energy,Stationary Combustion and Other Energy,emission_co2e_co2_scoe_commercial_municipal,:math:\text{CO}_2 Emissions from SCOE,commercial_municipal,cat_scoe,co2,Carbon Dioxide,emission_co2e_subsector_total_scoe,
Energy,Stationary Combustion and Other Energy,emission_co2e_co2_scoe_other_se,:math:\text{CO}_2 Emissions from SCOE,other_se,cat_scoe,co2,Carbon Dioxide,emission_co2e_subsector_total_scoe,
Energy,Stationary Combustion and Other Energy,emission_co2e_co2_scoe_residential,:math:\text{CO}_2 Emissions from SCOE,residential,cat_scoe,co2,Carbon Dioxide,emission_co2e_subsector_total_scoe,
Energy,Stationary Combustion and Other Energy,emission_co2e_n2o_scoe_commercial_municipal,:math:\text{N}_2\text{O} Emissions from SCOE,commercial_municipal,cat_scoe,n2o,Nitrus Oxide,emission_co2e_subsector_total_scoe,
Energy,Stationary Combustion and Other Energy,emission_co2e_n2o_scoe_other_se,:math:\text{N}_2\text{O} Emissions from SCOE,other_se,cat_scoe,n2o,Nitrus Oxide,emission_co2e_subsector_total_scoe,
Energy,Stationary Combustion and Other Energy,emission_co2e_n2o_scoe_residential,:math:\text{N}_2\text{O} Emissions from SCOE,residential,cat_scoe,n2o,Nitrus Oxide,emission_co2e_subsector_total_scoe,
Energy,Transportation,emission_co2e_ch4_trns_aviation,:math:\text{CH}_4 Emissions from Transportation,aviation,cat_transportation,ch4,Methane,emission_co2e_subsector_total_trns,
Energy,Transportation,emission_co2e_ch4_trns_human_powered,:math:\text{CH}_4 Emissions from Transportation,human_powered,cat_transportation,ch4,Methane,emission_co2e_subsector_total_trns,
Energy,Transportation,emission_co2e_ch4_trns_powered_bikes,:math:\text{CH}_4 Emissions from Transportation,powered_bikes,cat_transportation,ch4,Methane,emission_co2e_subsector_total_trns,
Energy,Transportation,emission_co2e_ch4_trns_public,:math:\text{CH}_4 Emissions from Transportation,public,cat_transportation,ch4,Methane,emission_co2e_subsector_total_trns,
Energy,Transportation,emission_co2e_ch4_trns_rail_freight,:math:\text{CH}_4 Emissions from Transportation,rail_freight,cat_transportation,ch4,Methane,emission_co2e_subsector_total_trns,
Energy,Transportation,emission_co2e_ch4_trns_rail_passenger,:math:\text{CH}_4 Emissions from Transportation,rail_passenger,cat_transportation,ch4,Methane,emission_co2e_subsector_total_trns,
Energy,Transportation,emission_co2e_ch4_trns_road_heavy_freight,:math:\text{CH}_4 Emissions from Transportation,road_heavy_freight,cat_transportation,ch4,Methane,emission_co2e_subsector_total_trns,
Energy,Transportation,emission_co2e_ch4_trns_road_heavy_regional,:math:\text{CH}_4 Emissions from Transportation,road_heavy_regional,cat_transportation,ch4,Methane,emission_co2e_subsector_total_trns,
Energy,Transportation,emission_co2e_ch4_trns_road_light,:math:\text{CH}_4 Emissions from Transportation,road_light,cat_transportation,ch4,Methane,emission_co2e_subsector_total_trns,
Energy,Transportation,emission_co2e_ch4_trns_water_borne,:math:\text{CH}_4 Emissions from Transportation,water_borne,cat_transportation,ch4,Methane,emission_co2e_subsector_total_trns,
Energy,Transportation,emission_co2e_co2_trns_aviation,:math:\text{CO}_2 Emissions from Transportation,aviation,cat_transportation,co2,Carbon Dioxide,emission_co2e_subsector_total_trns,
Energy,Transportation,emission_co2e_co2_trns_human_powered,:math:\text{CO}_2 Emissions from Transportation,human_powered,cat_transportation,co2,Carbon Dioxide,emission_co2e_subsector_total_trns,
Energy,Transportation,emission_co2e_co2_trns_powered_bikes,:math:\text{CO}_2 Emissions from Transportation,powered_bikes,cat_transportation,co2,Carbon Dioxide,emission_co2e_subsector_total_trns,
Energy,Transportation,emission_co2e_co2_trns_public,:math:\text{CO}_2 Emissions from Transportation,public,cat_transportation,co2,Carbon Dioxide,emission_co2e_subsector_total_trns,
Energy,Transportation,emission_co2e_co2_trns_rail_freight,:math:\text{CO}_2 Emissions from Transportation,rail_freight,cat_transportation,co2,Carbon Dioxide,emission_co2e_subsector_total_trns,
Energy,Transportation,emission_co2e_co2_trns_rail_passenger,:math:\text{CO}_2 Emissions from Transportation,rail_passenger,cat_transportation,co2,Carbon Dioxide,emission_co2e_subsector_total_trns,
Energy,Transportation,emission_co2e_co2_trns_road_heavy_freight,:math:\text{CO}_2 Emissions from Transportation,road_heavy_freight,cat_transportation,co2,Carbon Dioxide,emission_co2e_subsector_total_trns,
Energy,Transportation,emission_co2e_co2_trns_road_heavy_regional,:math:\text{CO}_2 Emissions from Transportation,road_heavy_regional,cat_transportation,co2,Carbon Dioxide,emission_co2e_subsector_total_trns,
Energy,Transportation,emission_co2e_co2_trns_road_light,:math:\text{CO}_2 Emissions from Transportation,road_light,cat_transportation,co2,Carbon Dioxide,emission_co2e_subsector_total_trns,
Energy,Transportation,emission_co2e_co2_trns_water_borne,:math:\text{CO}_2 Emissions from Transportation,water_borne,cat_transportation,co2,Carbon Dioxide,emission_co2e_subsector_total_trns,
Energy,Transportation,emission_co2e_n2o_trns_aviation,:math:\text{N}_2\text{O} Emissions from Transportation,aviation,cat_transportation,n2o,Nitrus Oxide,emission_co2e_subsector_total_trns,
Energy,Transportation,emission_co2e_n2o_trns_human_powered,:math:\text{N}_2\text{O} Emissions from Transportation,human_powered,cat_transportation,n2o,Nitrus Oxide,emission_co2e_subsector_total_trns,
Energy,Transportation,emission_co2e_n2o_trns_powered_bikes,:math:\text{N}_2\text{O} Emissions from Transportation,powered_bikes,cat_transportation,n2o,Nitrus Oxide,emission_co2e_subsector_total_trns,
Energy,Transportation,emission_co2e_n2o_trns_public,:math:\text{N}_2\text{O} Emissions from Transportation,public,cat_transportation,n2o,Nitrus Oxide,emission_co2e_subsector_total_trns,
Energy,Transportation,emission_co2e_n2o_trns_rail_freight,:math:\text{N}_2\text{O} Emissions from Transportation,rail_freight,cat_transportation,n2o,Nitrus Oxide,emission_co2e_subsector_total_trns,
Energy,Transportation,emission_co2e_n2o_trns_rail_passenger,:math:\text{N}_2\text{O} Emissions from Transportation,rail_passenger,cat_transportation,n2o,Nitrus Oxide,emission_co2e_subsector_total_trns,
Energy,Transportation,emission_co2e_n2o_trns_road_heavy_freight,:math:\text{N}_2\text{O} Emissions from Transportation,road_heavy_freight,cat_transportation,n2o,Nitrus Oxide,emission_co2e_subsector_total_trns,
Energy,Transportation,emission_co2e_n2o_trns_road_heavy_regional,:math:\text{N}_2\text{O} Emissions from Transportation,road_heavy_regional,cat_transportation,n2o,Nitrus Oxide,emission_co2e_subsector_total_trns,
Energy,Transportation,emission_co2e_n2o_trns_road_light,:math:\text{N}_2\text{O} Emissions from Transportation,road_light,cat_transportation,n2o,Nitrus Oxide,emission_co2e_subsector_total_trns,
Energy,Transportation,emission_co2e_n2o_trns_water_borne,:math:\text{N}_2\text{O} Emissions from Transportation,water_borne,cat_transportation,n2o,Nitrus Oxide,emission_co2e_subsector_total_trns,
IPPU,IPPU,emission_co2e_c2f6_ippu_product_use_product_use_ods_other,PFC-116 Emissions from Industrial Product Use,product_use_ods_other,cat_industry,c2f6,Perfluoroethane (PFC-116),emission_co2e_subsector_total_ippu,| Used in calibration to key industrial subsectors using data from `Minx et al. (2021) <https://doi.org/10.5194/essd-13-5213-2021>`_
IPPU,IPPU,emission_co2e_c2f6_ippu_production_chemicals,PFC-116 Emissions from Industrial Production Processes,chemicals,cat_industry,c2f6,Perfluoroethane (PFC-116),emission_co2e_subsector_total_ippu,| Used in calibration to key industrial subsectors using data from `Minx et al. (2021) <https://doi.org/10.5194/essd-13-5213-2021>`_
IPPU,IPPU,emission_co2e_c2f6_ippu_production_electronics,PFC-116 Emissions from Industrial Production Processes,electronics,cat_industry,c2f6,Perfluoroethane (PFC-116),emission_co2e_subsector_total_ippu,| Used in calibration to key industrial subsectors using data from `Minx et al. (2021) <https://doi.org/10.5194/essd-13-5213-2021>`_
IPPU,IPPU,emission_co2e_c2f6_ippu_production_metals,PFC-116 Emissions from Industrial Production Processes,metals,cat_industry,c2f6,Perfluoroethane (PFC-116),emission_co2e_subsector_total_ippu,| Used in calibration to key industrial subsectors using data from `Minx et al. (2021) <https://doi.org/10.5194/essd-13-5213-2021>`_
IPPU,IPPU,emission_co2e_c2h3f3_ippu_product_use_product_use_ods_refrigeration,HFC-143a Emissions from Industrial Product Use,product_use_ods_refrigeration,cat_industry,c2h3f3,"1,1,1-Trifluoroethane (HFC-143a)",emission_co2e_subsector_total_ippu,| Used in calibration to key industrial subsectors using data from `Minx et al. (2021) <https://doi.org/10.5194/essd-13-5213-2021>`_
IPPU,IPPU,emission_co2e_c2h3f3_ippu_production_chemicals,HFC-143a Emissions from Industrial Production Processes,chemicals,cat_industry,c2h3f3,"1,1,1-Trifluoroethane (HFC-143a)",emission_co2e_subsector_total_ippu,| Used in calibration to key industrial subsectors using data from `Minx et al. (2021) <https://doi.org/10.5194/essd-13-5213-2021>`_
IPPU,IPPU,emission_co2e_c2hf5_ippu_product_use_product_use_ods_other,HFC-125 Emissions from Industrial Product Use,product_use_ods_other,cat_industry,c2hf5,Pentafluoroethane (HFC-125),emission_co2e_subsector_total_ippu,| Used in calibration to key industrial subsectors using data from `Minx et al. (2021) <https://doi.org/10.5194/essd-13-5213-2021>`_
IPPU,IPPU,emission_co2e_c2hf5_ippu_product_use_product_use_ods_refrigeration,HFC-125 Emissions from Industrial Product Use,product_use_ods_refrigeration,cat_industry,c2hf5,Pentafluoroethane (HFC-125),emission_co2e_subsector_total_ippu,| Used in calibration to key industrial subsectors using data from `Minx et al. (2021) <https://doi.org/10.5194/essd-13-5213-2021>`_
IPPU,IPPU,emission_co2e_c2hf5_ippu_production_chemicals,HFC-125 Emissions from Industrial Production Processes,chemicals,cat_industry,c2hf5,Pentafluoroethane (HFC-125),emission_co2e_subsector_total_ippu,| Used in calibration to key industrial subsectors using data from `Minx et al. (2021) <https://doi.org/10.5194/essd-13-5213-2021>`_
IPPU,IPPU,emission_co2e_c3f8_ippu_production_chemicals,PFC-218 Emissions from Industrial Production Processes,chemicals,cat_industry,c3f8,Perfluoropropane (PFC-218),emission_co2e_subsector_total_ippu,| Used in calibration to key industrial subsectors using data from `Minx et al. (2021) <https://doi.org/10.5194/essd-13-5213-2021>`_
IPPU,IPPU,emission_co2e_c3f8_ippu_production_electronics,PFC-218 Emissions from Industrial Production Processes,electronics,cat_industry,c3f8,Perfluoropropane (PFC-218),emission_co2e_subsector_total_ippu,| Used in calibration to key industrial subsectors using data from `Minx et al. (2021) <https://doi.org/10.5194/essd-13-5213-2021>`_
IPPU,IPPU,emission_co2e_c3h2f6_ippu_product_use_product_use_ods_other,HFC-236fa Emissions from Industrial Product Use,product_use_ods_other,cat_industry,c3h2f6,"1,1,1,3,3,3-Hexafluoropropane (HFC-236fa)",emission_co2e_subsector_total_ippu,| Used in calibration to key industrial subsectors using data from `Minx et al. (2021) <https://doi.org/10.5194/essd-13-5213-2021>`_
IPPU,IPPU,emission_co2e_c3h2f6_ippu_product_use_product_use_ods_refrigeration,HFC-236fa Emissions from Industrial Product Use,product_use_ods_refrigeration,cat_industry,c3h2f6,"1,1,1,3,3,3-Hexafluoropropane (HFC-236fa)",emission_co2e_subsector_total_ippu,| Used in calibration to key industrial subsectors using data from `Minx et al. (2021) <https://doi.org/10.5194/essd-13-5213-2021>`_
IPPU,IPPU,emission_co2e_c3h3f5_ippu_product_use_product_use_ods_other,HFC-245fa Emissions from Industrial Product Use,product_use_ods_other,cat_industry,c3h3f5,Pentafluoropropane (HFC-245fa),emission_co2e_subsector_total_ippu,| Used in calibration to key industrial subsectors using data from `Minx et al. (2021) <https://doi.org/10.5194/essd-13-5213-2021>`_
IPPU,IPPU,emission_co2e_c3h3f5_ippu_product_use_product_use_ods_refrigeration,HFC-245fa Emissions from Industrial Product Use,product_use_ods_refrigeration,cat_industry,c3h3f5,Pentafluoropropane (HFC-245fa),emission_co2e_subsector_total_ippu,| Used in calibration to key industrial subsectors using data from `Minx et al. (2021) <https://doi.org/10.5194/essd-13-5213-2021>`_
IPPU,IPPU,emission_co2e_c3hf7_ippu_product_use_product_use_ods_other,HFC-227ea Emissions from Industrial Product Use,product_use_ods_other,cat_industry,c3hf7,"1,1,1,2,3,3,3-Heptafluoropropane (HFC-227ea)",emission_co2e_subsector_total_ippu,| Used in calibration to key industrial subsectors using data from `Minx et al. (2021) <https://doi.org/10.5194/essd-13-5213-2021>`_
IPPU,IPPU,emission_co2e_c3hf7_ippu_product_use_product_use_ods_refrigeration,HFC-227ea Emissions from Industrial Product Use,product_use_ods_refrigeration,cat_industry,c3hf7,"1,1,1,2,3,3,3-Heptafluoropropane (HFC-227ea)",emission_co2e_subsector_total_ippu,| Used in calibration to key industrial subsectors using data from `Minx et al. (2021) <https://doi.org/10.5194/essd-13-5213-2021>`_
IPPU,IPPU,emission_co2e_c3hf7_ippu_production_chemicals,HFC-227ea Emissions from Industrial Production Processes,chemicals,cat_industry,c3hf7,"1,1,1,2,3,3,3-Heptafluoropropane (HFC-227ea)",emission_co2e_subsector_total_ippu,| Used in calibration to key industrial subsectors using data from `Minx et al. (2021) <https://doi.org/10.5194/essd-13-5213-2021>`_
